arg1,arg2,relation,connective,type,original_utt,original_utt_prev,arg1_dialogue_act,arg2_dialogue_act,arg1_special_dialogue_act,arg2_special_dialogue_act,arg1_sentiment,arg2_sentiment,arg1_gnode_entities,arg2_gnode_entities,arg1_topic,arg2_topic,arg1_cobot_topics,arg2_cobot_topics,arg1_cobot_topics_process,arg2_cobot_topics_process,arg1_flow_topics,arg2_flow_topics,arg1_intents,arg2_intents,arg1_signature,arg2_signature,arg1_actors,arg2_actors,arg1_gkg_entities,arg2_gkg_entities,arg1_gkg_keywords,arg2_gkg_keywords,arg1_gkg_etype_list,arg2_gkg_etype_list,arg1_non_ambiguous_named_entity_person,arg2_non_ambiguous_named_entity_person
"i think he would still be famous, ",i dont think he would appeal to as many people?,comparison,but,mid,"i think he would still be famous, but i dont think he would appeal to as many people?",Would he have been iconic without the hat?,Statement,Statement,None,None,"('Neutral', 1.0)","('Neutral', 1.0)","[('Thing', 279.83601799999997, 'Be Famous')]","[('Thing', 282.863, 'i dont')]",['sport'],['sport'],['Other'],['Psychology'],None,None,[],[],[],[],None,None,"[{'name': 'be famous', 'id': 1055, 'status': None, 'engaged': [], 'lexeme': 'be famous', 'alias': ['be famous'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5195a58>}, 'gkg': 'kg:/g/1s05qzqp4', 'granular_actor_types': {}, 'granular_entity_types': {'song by dj pete pepper': 1}, 'gkg_name': 'Be Famous', 'gkg_type': ['Thing']}, {'name': 'computer', 'id': 1054, 'status': None, 'engaged': [], 'lexeme': 'computer', 'alias': ['computer'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a51d0908>}, 'gkg': 'kg:/g/11c30vdk85', 'granular_actor_types': {'object': 0.1111111111111111}, 'granular_entity_types': {'musical artist': 1}, 'gkg_name': 'his computer', 'gkg_type': ['Person']}, {'name': 'a dead mouse', 'id': 1053, 'status': None, 'engaged': [], 'lexeme': 'a dead mouse', 'alias': ['a dead mouse'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a51d0e80>}, 'gkg': 'kg:/g/1q5jxgdsj', 'granular_actor_types': {}, 'granular_entity_types': {'song by mf doom': 1}, 'gkg_name': 'A Dead Mouse', 'gkg_type': ['Thing']}]","[{'name': 'i dont', 'id': 1056, 'status': None, 'engaged': [], 'lexeme': 'i dont', 'alias': ['i dont'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5041208>}, 'gkg': 'kg:/g/11bv5vjylk', 'granular_actor_types': {}, 'granular_entity_types': {'song by geto boys': 1}, 'gkg_name': 'i dont', 'gkg_type': ['Thing']}, {'name': None, 'id': 508, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['person', 'people'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52e5198>}, 'gkg': None, 'granular_actor_types': {'person': 0.45454545454545453}, 'granular_entity_types': {}}, {'name': 'be famous', 'id': 1055, 'status': None, 'engaged': [], 'lexeme': 'be famous', 'alias': ['be famous'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5195a58>}, 'gkg': 'kg:/g/1s05qzqp4', 'granular_actor_types': {}, 'granular_entity_types': {'song by dj pete pepper': 1}, 'gkg_name': 'Be Famous', 'gkg_type': ['Thing']}]",Be Famous,i dont,,,"[('Thing', 279.83601799999997, 'Be Famous')]","[('Thing', 282.863, 'i dont')]",True,True
he may not be a talented musician ,he's definitely an entertainer.,comparison,but,mid,that's true. he may not be a talented musician but he's definitely an entertainer.,His snapchat is hilarious too.,nAnswer,Statement,None,None,"('Negative', 1.0)","('Positive', 1.0)",[],[],['entertainment'],['sport'],['Other'],['Music'],None,None,['music'],[],[],[],None,None,"[{'name': None, 'id': 1057, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a talented musician'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a520f668>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'i dont', 'id': 1056, 'status': None, 'engaged': [], 'lexeme': 'i dont', 'alias': ['i dont'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5041208>}, 'gkg': 'kg:/g/11bv5vjylk', 'granular_actor_types': {}, 'granular_entity_types': {'song by geto boys': 1}, 'gkg_name': 'i dont', 'gkg_type': ['Thing']}, {'name': None, 'id': 508, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['person', 'people'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52e5198>}, 'gkg': None, 'granular_actor_types': {'person': 0.45454545454545453}, 'granular_entity_types': {}}]","[{'name': None, 'id': 1058, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['an entertainer'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5233eb8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 1057, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a talented musician'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a520f668>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,a talented musician,an entertainer,[],[],True,True
acdc is an older band ,i like them as well.,comparison,but,mid,acdc is an older band but i like them as well.,I like ACDC.,nAnswer,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)",[],[],['entertainment'],['sport'],['Music'],['Phatic'],None,None,[],[],[],['opinion_provide_pos_patterns_them as well'],None,None,"[{'name': None, 'id': 429, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['band', 'bands'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5626588>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 1059, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['acdc'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5239860>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 1058, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['an entertainer'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5233eb8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': None, 'id': 429, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['band', 'bands'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5626588>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 1059, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['acdc'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5239860>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,"band, acdc",,[],[],True,True
"yes, they are older ",they still rock pretty hard.,comparison,but,mid,"yes, they are older but they still rock pretty hard.",ACDC is an older band but I like them as well.,yAnswer,Other,None,None,"('Neutral', 1.0)","('Neutral', 1.0)",[],[],['sport'],['entertainment'],['Celebrities'],['Pets_Animals'],None,None,[],[],[],[],None,None,[],[],,,,,[],[],True,True
that is a good one ,"i prefer ""shoot to thrill"".",comparison,but,mid,"that is a good one but i prefer ""shoot to thrill"".","I think my favorite is ""Shook Me All Night Long"".",Statement,Clarify,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('MusicRecording', 402.54224999999997, 'A Good One')]","[('Thing', 1014.5043562500001, 'Shoot to Thrill')]",['sport'],['sport'],['Phatic'],['Sex_Profanity'],None,None,[],[],[],[],None,None,"[{'name': 'a good one', 'id': 1060, 'status': None, 'engaged': [], 'lexeme': 'a good one', 'alias': ['a good one'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a53016d8>}, 'gkg': 'kg:/m/019rwqs', 'granular_actor_types': {}, 'granular_entity_types': {'song by thomas brinkmann': 1}, 'gkg_name': 'A Good One', 'gkg_type': ['MusicRecording']}]","[{'name': 'shoot to thrill', 'id': 1061, 'status': None, 'engaged': [], 'lexeme': 'shoot to thrill', 'alias': ['shoot to thrill'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a511ecc0>}, 'gkg': 'kg:/g/1q5jcrz_g', 'granular_actor_types': {}, 'granular_entity_types': {'song by ac/dc': 1}, 'gkg_name': 'Shoot to Thrill', 'gkg_type': ['Thing']}, {'name': 'a good one', 'id': 1060, 'status': None, 'engaged': [], 'lexeme': 'a good one', 'alias': ['a good one'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a53016d8>}, 'gkg': 'kg:/m/019rwqs', 'granular_actor_types': {}, 'granular_entity_types': {'song by thomas brinkmann': 1}, 'gkg_name': 'A Good One', 'gkg_type': ['MusicRecording']}]",A Good One,Shoot to Thrill,,,"[('MusicRecording', 402.54224999999997, 'A Good One')]","[('Thing', 1014.5043562500001, 'Shoot to Thrill')]",True,True
"it was a huge loss to the music industry, ",i do not think he committed suicide.,comparison,but,mid,"it was a huge loss to the music industry, but i do not think he committed suicide.","Me too, a lot of older friends had cried over his passing.",nAnswer,Statement,None,None,"('Negative', 1.0)","('Neutral', 1.0)","[('MusicGroup', 562.7679296250001, 'Bomb the Music Industry!')]",[],['entertainment'],['sport'],['Music'],['Psychology'],None,None,['music'],[],[],[],None,None,"[{'name': None, 'id': 1062, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a huge loss to'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5152c50>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'the music industry', 'id': 1063, 'status': None, 'engaged': [], 'lexeme': 'the music industry', 'alias': ['the music industry'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52667f0>}, 'gkg': 'kg:/m/09_0qg', 'granular_actor_types': {}, 'granular_entity_types': {'band': 1}, 'gkg_name': 'Bomb the Music Industry!', 'gkg_type': ['MusicGroup']}, {'name': 'shoot to thrill', 'id': 1061, 'status': None, 'engaged': [], 'lexeme': 'shoot to thrill', 'alias': ['shoot to thrill'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a511ecc0>}, 'gkg': 'kg:/g/1q5jcrz_g', 'granular_actor_types': {}, 'granular_entity_types': {'song by ac/dc': 1}, 'gkg_name': 'Shoot to Thrill', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 1064, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['suicide'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a520fcf8>}, 'gkg': None, 'granular_actor_types': {'act': 0.23809523809523808, 'event': 0.19047619047619047}, 'granular_entity_types': {}}, {'name': None, 'id': 1062, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a huge loss to'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5152c50>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'the music industry', 'id': 1063, 'status': None, 'engaged': [], 'lexeme': 'the music industry', 'alias': ['the music industry'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a52667f0>}, 'gkg': 'kg:/m/09_0qg', 'granular_actor_types': {}, 'granular_entity_types': {'band': 1}, 'gkg_name': 'Bomb the Music Industry!', 'gkg_type': ['MusicGroup']}]",Bomb the Music Industry!,,a huge loss to,suicide,"[('MusicGroup', 562.7679296250001, 'Bomb the Music Industry!')]",[],True,True
I really like his music.,what's your favorite type of music?,contingency,so,begin,so what's your favorite type of music?,That's too bad. I really like his music.,Statement,whQuestion,None,None,"('Positive', 1.0)","('Positive', 1.0)",[],"[('Thing', 174.101874375, 'That Type of Music')]",['entertainment'],['entertainment'],['Music'],['Music'],None,None,['music'],['music'],[],['opinion_request_pos_patterns_type of music'],None,None,"[{'name': None, 'id': 1064, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['suicide'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a520fcf8>}, 'gkg': None, 'granular_actor_types': {'act': 0.23809523809523808, 'event': 0.19047619047619047}, 'granular_entity_types': {}}]","[{'name': 'type of music', 'id': 1065, 'status': None, 'engaged': [], 'lexeme': 'type of music', 'alias': ['type of music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a525d3c8>}, 'gkg': 'kg:/g/11cs1zg_sm', 'granular_actor_types': {}, 'granular_entity_types': {'song by azeem and dj zeph': 1}, 'gkg_name': 'That Type of Music', 'gkg_type': ['Thing']}]",,That Type of Music,,,[],"[('Thing', 174.101874375, 'That Type of Music')]",True,True
"i have sirius/xm in all of my vehicles, ",i have a great variety of music to listen to.,contingency,so,mid,"a little bit of both.  i have sirius/xm in all of my vehicles, so i have a great variety of music to listen to.",So do you listen to CDs in the car?  Or do you listen to the radio?,Statement,Statement,None,None,"('Neutral', 1.0)","('Positive', 1.0)",[],[],['sport'],['entertainment'],['Other'],['Music'],None,None,[],['music'],[],[],None,None,"[{'name': None, 'id': 1066, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['sirius/xm'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a547e710>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'type of music', 'id': 1065, 'status': None, 'engaged': [], 'lexeme': 'type of music', 'alias': ['type of music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a525d3c8>}, 'gkg': 'kg:/g/11cs1zg_sm', 'granular_actor_types': {}, 'granular_entity_types': {'song by azeem and dj zeph': 1}, 'gkg_name': 'That Type of Music', 'gkg_type': ['Thing']}]","[{'name': None, 'id': 1068, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['variety of music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a542f0b8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 1066, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['sirius/xm'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a547e710>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]",,,sirius/xm,variety of music,[],[],True,True
"yep, my sister, who is 10 years old than me, was a beatles fan, ","since i spent a lot of time with her when i was young, i became a beatles fan at a very young age.",expansion,and,mid,"yep, my sister, who is 10 years old than me, was a beatles fan, and since i spent a lot of time with her when i was young, i became a beatles fan at a very young age.",Three?  Really?,Other,nAnswer,None,None,"('Negative', 1.0)","('Negative', 1.0)","[('Movie', 296.960125, 'Sister My Sister'), ('Movie', 986.521606, '10 Years')]","[('MusicRecording', 499.3135, 'A Lot of Time'), ('LocalBusiness', 402.765125, 'Save-A-Lot'), ('Thing', 873.7495, 'When I Was Young')]",['sport'],['entertainment'],['Music'],['Art_Event'],None,None,[],[],[],[],None,None,"[{'name': None, 'id': 1071, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a beatles fan'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a547e9b0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'sister', 'id': 1069, 'status': None, 'engaged': [], 'lexeme': 'sister', 'alias': ['sister'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a530bc50>}, 'gkg': 'kg:/m/06stfd', 'granular_actor_types': {'person': 0.29411764705882354}, 'granular_entity_types': {'1994 film': 1}, 'gkg_name': 'Sister My Sister', 'gkg_type': ['Movie']}, {'name': '10 years', 'id': 1070, 'status': None, 'engaged': [], 'lexeme': '10 years', 'alias': ['10 years'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a50d8390>}, 'gkg': 'kg:/m/0fq33vs', 'granular_actor_types': {}, 'granular_entity_types': {'2011 film': 1}, 'gkg_name': '10 Years', 'gkg_type': ['Movie']}, {'name': None, 'id': 1068, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['variety of music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a542f0b8>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'of time', 'id': 1073, 'status': None, 'engaged': [], 'lexeme': 'of time', 'alias': ['of time'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5457048>}, 'gkg': 'kg:/m/0_p5hp', 'granular_actor_types': {}, 'granular_entity_types': {'song by the girl &amp; i': 1}, 'gkg_name': 'A Lot of Time', 'gkg_type': ['MusicRecording']}, {'name': 'a lot', 'id': 353, 'status': None, 'engaged': [], 'lexeme': 'a lot', 'alias': ['a lot'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a580f908>}, 'gkg': 'kg:/m/0209r2', 'granular_actor_types': {}, 'granular_entity_types': {'supermarket company': 1}, 'gkg_name': 'Save-A-Lot', 'gkg_type': ['LocalBusiness', 'Thing', 'Corporation', 'Organization']}, {'name': 'when i was young', 'id': 1074, 'status': None, 'engaged': [], 'lexeme': 'when i was young', 'alias': ['when i was young'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a530b3c8>}, 'gkg': 'kg:/g/11gcz41w7f', 'granular_actor_types': {}, 'granular_entity_types': {'song by m-': 1}, 'gkg_name': 'When I Was Young', 'gkg_type': ['Thing']}, {'name': None, 'id': 1071, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a beatles fan'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a547e9b0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 699, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['age'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a4ddd860>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'sister', 'id': 1069, 'status': None, 'engaged': [], 'lexeme': 'sister', 'alias': ['sister'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a530bc50>}, 'gkg': 'kg:/m/06stfd', 'granular_actor_types': {'person': 0.29411764705882354}, 'granular_entity_types': {'1994 film': 1}, 'gkg_name': 'Sister My Sister', 'gkg_type': ['Movie']}, {'name': '10 years', 'id': 1070, 'status': None, 'engaged': [], 'lexeme': '10 years', 'alias': ['10 years'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a50d8390>}, 'gkg': 'kg:/m/0fq33vs', 'granular_actor_types': {}, 'granular_entity_types': {'2011 film': 1}, 'gkg_name': '10 Years', 'gkg_type': ['Movie']}]","Sister My Sister, 10 Years","Save-A-Lot, A Lot of Time, When I Was Young",a beatles fan,"a beatles fan, age","[('Movie', 296.960125, 'Sister My Sister'), ('Movie', 986.521606, '10 Years')]","[('MusicRecording', 499.3135, 'A Lot of Time'), ('LocalBusiness', 402.765125, 'Save-A-Lot'), ('Thing', 873.7495, 'When I Was Young')]",True,True
"well, essentially its metal, ",the bands will often include elements from other genres of music.,comparison,but,mid,"well, essentially its metal, but the bands will often include elements from other genres of music.",No.  What's that and how's it different from other metal?,Other,nAnswer,None,None,"('Positive', 1.0)","('Neutral', 1.0)","[('MusicRecording', 253.41095325000003, ""It's Metal"")]","[('Book', 344.23954775, ""The Band's Visit"")]",['business'],['entertainment'],['SciTech'],['Music'],None,None,[],['music'],[],[],None,None,"[{'name': 'metal', 'id': 328, 'status': None, 'engaged': [], 'lexeme': 'metal', 'alias': ['metal'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a7f7c748>}, 'gkg': 'kg:/m/0fyp7wy', 'granular_actor_types': {}, 'granular_entity_types': {'song by rapid fire': 1}, 'gkg_name': ""It's Metal"", 'gkg_type': ['MusicRecording']}, {'name': 'of time', 'id': 1073, 'status': None, 'engaged': [], 'lexeme': 'of time', 'alias': ['of time'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5457048>}, 'gkg': 'kg:/m/0_p5hp', 'granular_actor_types': {}, 'granular_entity_types': {'song by the girl &amp; i': 1}, 'gkg_name': 'A Lot of Time', 'gkg_type': ['MusicRecording']}, {'name': 'a lot', 'id': 353, 'status': None, 'engaged': [], 'lexeme': 'a lot', 'alias': ['a lot'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a580f908>}, 'gkg': 'kg:/m/0209r2', 'granular_actor_types': {}, 'granular_entity_types': {'supermarket company': 1}, 'gkg_name': 'Save-A-Lot', 'gkg_type': ['LocalBusiness', 'Thing', 'Corporation', 'Organization']}, {'name': 'when i was young', 'id': 1074, 'status': None, 'engaged': [], 'lexeme': 'when i was young', 'alias': ['when i was young'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a530b3c8>}, 'gkg': 'kg:/g/11gcz41w7f', 'granular_actor_types': {}, 'granular_entity_types': {'song by m-': 1}, 'gkg_name': 'When I Was Young', 'gkg_type': ['Thing']}, {'name': None, 'id': 1071, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['a beatles fan'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a547e9b0>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': None, 'id': 699, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['age'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a4ddd860>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}]","[{'name': 'the bands', 'id': 1075, 'status': None, 'engaged': [], 'lexeme': 'the bands', 'alias': ['the bands'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5457780>}, 'gkg': 'kg:/g/11dfjbds44', 'granular_actor_types': {}, 'granular_entity_types': {'musical by itamar moses': 1}, 'gkg_name': ""The Band's Visit"", 'gkg_type': ['Book']}, {'name': None, 'id': 1076, 'status': None, 'engaged': [], 'lexeme': None, 'alias': ['elements from', 'genres of music'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a5247c50>}, 'gkg': None, 'granular_actor_types': {}, 'granular_entity_types': {}}, {'name': 'metal', 'id': 328, 'status': None, 'engaged': [], 'lexeme': 'metal', 'alias': ['metal'], 'possessions': [], 'parts': [], 'opinions': {}, 'properties': {'name': <dialogue.dialogue_classes.actor_data.ActorProperty object at 0x7fe3a7f7c748>}, 'gkg': 'kg:/m/0fyp7wy', 'granular_actor_types': {}, 'granular_entity_types': {'song by rapid fire': 1}, 'gkg_name': ""It's Metal"", 'gkg_type': ['MusicRecording']}]",It's Metal,The Band's Visit,,elements from,"[('MusicRecording', 253.41095325000003, ""It's Metal"")]","[('Book', 344.23954775, ""The Band's Visit"")]",True,True
